===============================================================================
"EXTENSION NAME","linecount"
"EXTENSION VERSION","0.1.7"
-------------------------------------------------------------------------------

"count time","2017-11-07 15:39:11"
"count workspace","c:\dev\code\orpa"
"total files","400"
"total code lines","67518"
"total comment lines","6240"
"total blank lines","5729"


"filename","code","comment","blank"
"editor\js\ui\common\menu.js","219","17","31"
"editor\js\ui\common\panels.js","59","15","7"
"editor\js\ui\common\popover.js","125","15","9"
"editor\js\ui\common\searchBox.js","77","15","7"
"editor\js\ui\common\stack.js","126","17","10"
"editor\js\ui\common\tabs.js","339","15","25"
"editor\js\ui\common\typedInput.js","433","20","19"
"editor\js\ui\deploy.js","381","30","35"
"editor\js\ui\diff.js","1812","56","109"
"editor\js\ui\editor.js","1618","139","117"
"editor\js\ui\keyboard.js","474","18","39"
"editor\js\ui\library.js","383","80","31"
"editor\js\ui\notifications.js","70","15","2"
"editor\js\ui\palette-editor.js","856","15","85"
"editor\js\ui\palette.js","394","30","55"
"editor\js\ui\projects.js","493","92","53"
"editor\js\ui\projectSettings.js","829","109","78"
"editor\js\ui\search.js","242","18","26"
"editor\js\ui\sidebar.js","187","19","23"
"editor\js\ui\state.js","12","15","0"
"editor\js\ui\subflow.js","545","21","65"
"editor\js\ui\tab-config.js","277","16","23"
"editor\js\ui\tab-info.js","364","22","40"
"editor\js\ui\tab-versionControl.js","490","29","58"
"editor\js\ui\touch\radialMenu.js","139","15","30"
"editor\js\ui\tray.js","242","21","13"
"editor\js\ui\typeSearch.js","263","7","25"
"editor\js\ui\userSettings.js","187","15","21"
"editor\js\ui\utils.js","552","35","25"
"editor\js\ui\view.js","2470","115","196"
"editor\js\ui\workspaces.js","326","18","26"
"editor\js\user.js","197","15","27"
"editor\js\validators.js","20","15","0"
"editor\sass\ace.scss","8","0","0"
"editor\sass\bootstrap.scss","4","15","2"
"editor\sass\colors.scss","41","15","13"
"editor\sass\debug.scss","238","16","11"
"editor\sass\diff.scss","602","31","35"
"editor\sass\dragdrop.scss","21","15","1"
"editor\sass\dropdownMenu.scss","61","16","7"
"editor\sass\editor.scss","297","17","29"
"editor\sass\flow.scss","250","15","31"
"editor\sass\forms.scss","915","32","142"
"editor\sass\header.scss","231","17","43"
"editor\sass\jquery.scss","116","16","12"
"editor\sass\keyboard.scss","112","16","8"
"editor\sass\library.scss","17","15","1"
"editor\sass\mixins.scss","192","31","22"
"editor\sass\notifications.scss","35","15","2"
"editor\sass\palette-editor.scss","196","18","18"
"editor\sass\palette.scss","179","15","14"
"editor\sass\panels.scss","18","16","6"
"editor\sass\popover.scss","71","15","10"
"editor\sass\projects.scss","418","19","24"
"editor\sass\search.scss","169","16","7"
"editor\sass\sidebar.scss","80","15","10"
"editor\sass\style.scss","97","15","23"
"editor\sass\tab-config.scss","64","15","3"
"editor\sass\tab-info.scss","245","15","11"
"editor\sass\tabs.scss","232","18","19"
"editor\sass\ui\common\checkboxSet.scss","13","15","1"
"editor\sass\ui\common\editableList.scss","57","16","2"
"editor\sass\ui\common\nodeList.scss","48","15","2"
"editor\sass\ui\common\searchBox.scss","52","15","3"
"editor\sass\ui\common\stack.scss","9","15","2"
"editor\sass\ui\common\typedInput.scss","155","15","7"
"editor\sass\userSettings.scss","55","16","2"
"editor\sass\widgetStyle.scss","6","15","2"
"editor\sass\workspace.scss","58","15","9"
"editor\sass\workspaceToolbar.scss","53","15","8"
"editor\templates\index.mst","234","2","14"
"Gruntfile.js","429","32","38"
"jquery-3.2.1.min.js","3","2","0"
"nodes\99-sample.html.demo","66","11","12"
"nodes\99-sample.js.demo","19","36","13"
"nodes\core\analysis\72-sentiment.html","43","15","3"
"nodes\core\analysis\72-sentiment.js","18","16","3"
"nodes\core\core\20-inject.html","508","15","26"
"nodes\core\core\20-inject.js","76","15","8"
"nodes\core\core\25-catch.html","248","0","19"
"nodes\core\core\25-catch.js","12","15","3"
"nodes\core\core\25-status.html","241","0","17"
"nodes\core\core\25-status.js","12","15","3"
"nodes\core\core\58-debug.html","241","0","15"
"nodes\core\core\58-debug.js","198","11","10"
"nodes\core\core\60-link.html","298","0","21"
"nodes\core\core\60-link.js","31","15","4"
"nodes\core\core\75-exec.html","123","15","5"
"nodes\core\core\75-exec.js","147","27","5"
"nodes\core\core\80-function.html","134","0","5"
"nodes\core\core\80-function.js","226","17","6"
"nodes\core\core\80-template.html","150","0","7"
"nodes\core\core\80-template.js","68","21","11"
"nodes\core\core\89-delay.html","266","15","14"
"nodes\core\core\89-delay.js","212","25","13"
"nodes\core\core\89-trigger.html","171","15","13"
"nodes\core\core\89-trigger.js","129","19","8"
"nodes\core\core\90-comment.html","71","0","3"
"nodes\core\core\90-comment.js","7","15","1"
"nodes\core\core\98-unknown.html","33","0","3"
"nodes\core\core\98-unknown.js","7","15","1"
"nodes\core\core\lib\debug\debug-utils.js","432","41","46"
"nodes\core\core\lib\debug\debug.js","27","0","3"
"nodes\core\core\lib\debug\view.html","14","0","0"
"nodes\core\hardware\36-rpi-gpio.html","585","0","19"
"nodes\core\hardware\36-rpi-gpio.js","273","5","41"
"nodes\core\hardware\nrgpio","16","2","1"
"nodes\core\hardware\nrgpio.py","190","33","25"
"nodes\core\io\05-tls.html","164","15","6"
"nodes\core\io\05-tls.js","82","15","9"
"nodes\core\io\10-mqtt.html","359","12","13"
"nodes\core\io\10-mqtt.js","347","33","30"
"nodes\core\io\21-httpin.html","325","15","22"
"nodes\core\io\21-httpin.js","300","21","26"
"nodes\core\io\21-httprequest.html","179","15","10"
"nodes\core\io\21-httprequest.js","247","43","16"
"nodes\core\io\22-websocket.html","235","19","21"
"nodes\core\io\22-websocket.js","218","38","20"
"nodes\core\io\23-watch.html","50","15","3"
"nodes\core\io\23-watch.js","69","15","8"
"nodes\core\io\31-tcpin.html","259","15","19"
"nodes\core\io\31-tcpin.js","557","38","37"
"nodes\core\io\32-udp.html","219","17","11"
"nodes\core\io\32-udp.js","172","31","17"
"nodes\core\io\lib\mqtt.js","212","26","19"
"nodes\core\io\lib\mqttConnectionPool.js","135","17","7"
"nodes\core\locales\en-US\messages.json","843","0","3"
"nodes\core\locales\ja\messages.json","843","0","1"
"nodes\core\logic\10-switch.html","278","15","10"
"nodes\core\logic\10-switch.js","144","15","7"
"nodes\core\logic\15-change.html","263","0","21"
"nodes\core\logic\15-change.js","229","22","6"
"nodes\core\logic\16-range.html","77","0","3"
"nodes\core\logic\16-range.js","34","16","2"
"nodes\core\logic\17-split.html","313","15","17"
"nodes\core\logic\17-split.js","440","28","15"
"nodes\core\parsers\70-CSV.html","126","0","4"
"nodes\core\parsers\70-CSV.js","65","24","4"
"nodes\core\parsers\70-HTML.html","67","1","3"
"nodes\core\parsers\70-HTML.js","46","19","2"
"nodes\core\parsers\70-JSON.html","50","0","3"
"nodes\core\parsers\70-JSON.js","32","16","2"
"nodes\core\parsers\70-XML.html","71","0","3"
"nodes\core\parsers\70-XML.js","41","16","2"
"nodes\core\parsers\70-YAML.html","42","0","3"
"nodes\core\parsers\70-YAML.js","34","1","1"
"nodes\core\storage\28-tail.html","58","0","3"
"nodes\core\storage\28-tail.js","48","19","8"
"nodes\core\storage\50-file.html","177","0","6"
"nodes\core\storage\50-file.js","210","28","9"
"red.js","268","31","26"
"red\api\admin\flow.js","69","15","3"
"red\api\admin\flows.js","69","16","2"
"red\api\admin\index.js","32","19","11"
"red\api\admin\info.js","34","15","6"
"red\api\admin\nodes.js","235","15","13"
"red\api\auth\clients.js","15","15","3"
"red\api\auth\index.js","156","23","20"
"red\api\auth\permissions.js","40","17","8"
"red\api\auth\strategies.js","105","18","12"
"red\api\auth\tokens.js","84","18","11"
"red\api\auth\users.js","92","18","5"
"red\api\editor\comms.js","194","22","19"
"red\api\editor\credentials.js","31","18","3"
"red\api\editor\index.js","76","19","13"
"red\api\editor\library.js","133","22","6"
"red\api\editor\locales.js","33","18","2"
"red\api\editor\locales\en-US\editor.json","469","0","6"
"red\api\editor\locales\en-US\infotips.json","23","0","0"
"red\api\editor\locales\en-US\jsonata.json","190","0","1"
"red\api\editor\locales\ja\editor.json","450","0","0"
"red\api\editor\locales\ja\infotips.json","23","0","0"
"red\api\editor\locales\ja\jsonata.json","190","0","0"
"red\api\editor\locales\zh-CN\editor.json","423","0","0"
"red\api\editor\projects\index.js","200","24","25"
"red\api\editor\theme.js","154","17","25"
"red\api\editor\ui.js","36","15","5"
"red\api\index.js","94","16","9"
"red\api\util.js","25","15","4"
"red\red.js","78","19","12"
"red\runtime\events.js","2","15","2"
"red\runtime\i18n.js","96","22","12"
"red\runtime\index.js","210","18","22"
"red\runtime\locales\en-US\runtime.json","139","0","6"
"red\runtime\log.js","135","15","16"
"red\runtime\nodes\context.js","65","15","4"
"red\runtime\nodes\credentials.js","272","84","20"
"red\runtime\nodes\flows\Flow.js","435","34","35"
"red\runtime\nodes\flows\index.js","573","53","55"
"red\runtime\nodes\flows\util.js","358","63","27"
"red\runtime\nodes\index.js","119","39","21"
"red\runtime\nodes\library.js","79","15","14"
"red\runtime\nodes\Node.js","219","42","27"
"red\runtime\nodes\registry\deprecated.js","25","15","9"
"red\runtime\nodes\registry\index.js","56","15","16"
"red\runtime\nodes\registry\installer.js","202","22","19"
"red\runtime\nodes\registry\loader.js","178","28","19"
"red\runtime\nodes\registry\localfilesystem.js","254","30","27"
"red\runtime\nodes\registry\registry.js","518","65","61"
"red\runtime\settings.js","127","19","8"
"red\runtime\storage\index.js","180","24","17"
"red\runtime\storage\localfilesystem\index.js","71","16","13"
"red\runtime\storage\localfilesystem\library.js","151","21","11"
"red\runtime\storage\localfilesystem\projects\defaultFileSet.js","33","18","5"
"red\runtime\storage\localfilesystem\projects\git\index.js","53","17","7"
"red\runtime\storage\localfilesystem\projects\index.js","287","33","37"
"red\runtime\storage\localfilesystem\projects\Project.js","354","67","48"
"red\runtime\storage\localfilesystem\sessions.js","33","15","4"
"red\runtime\storage\localfilesystem\settings.js","33","15","4"
"red\runtime\storage\localfilesystem\util.js","67","25","5"
"red\runtime\util.js","153","23","10"
"settings.js","15","182","35"
"test\_spec.js","60","26","8"
"test\nodes\core\analysis\72-sentiment_spec.js","90","15","10"
"test\nodes\core\core\20-inject_spec.js","92","15","11"
"test\nodes\core\core\25-catch_spec.js","24","15","5"
"test\nodes\core\core\25-status_spec.js","34","15","5"
"test\nodes\core\core\58-debug_spec.js","297","15","26"
"test\nodes\core\core\75-exec_spec.js","551","28","44"
"test\nodes\core\core\80-function_spec.js","271","15","14"
"test\nodes\core\core\80-template_spec.js","162","20","17"
"test\nodes\core\core\89-delay_spec.js","441","94","60"
"test\nodes\core\core\89-trigger_spec.js","390","31","23"
"test\nodes\core\core\90-comment_spec.js","16","15","5"
"test\nodes\core\core\98-unknown_spec.js","16","15","5"
"test\nodes\core\io\21-httprequest_spec.js","420","19","30"
"test\nodes\core\io\22-websocket_spec.js","456","16","42"
"test\nodes\core\logic\10-switch_spec.js","381","57","59"
"test\nodes\core\logic\15-change_spec.js","768","16","44"
"test\nodes\core\logic\16-range_spec.js","104","31","20"
"test\nodes\core\logic\17-split_spec.js","625","18","35"
"test\nodes\core\parsers\70-CSV_spec.js","309","19","28"
"test\nodes\core\parsers\70-HTML_spec.js","242","17","36"
"test\nodes\core\parsers\70-JSON_spec.js","127","15","12"
"test\nodes\core\parsers\70-XML_spec.js","146","15","13"
"test\nodes\core\parsers\70-YAML_spec.js","127","15","12"
"test\nodes\core\storage\28-tail_spec.js","111","76","14"
"test\nodes\core\storage\50-file_spec.js","521","55","50"
"test\nodes\helper.js","127","20","22"
"test\red\api\admin\flow_spec.js","246","15","18"
"test\red\api\admin\flows_spec.js","258","15","9"
"test\red\api\admin\index_spec.js","263","18","18"
"test\red\api\admin\info_spec.js","79","15","8"
"test\red\api\admin\nodes_spec.js","742","16","57"
"test\red\api\auth\clients_spec.js","28","15","3"
"test\red\api\auth\index_spec.js","88","15","16"
"test\red\api\auth\permissions_spec.js","39","15","2"
"test\red\api\auth\strategies_spec.js","238","15","20"
"test\red\api\auth\tokens_spec.js","128","15","13"
"test\red\api\auth\users_spec.js","195","16","12"
"test\red\api\editor\comms_spec.js","468","20","41"
"test\red\api\editor\credentials_spec.js","86","15","5"
"test\red\api\editor\index_spec.js","89","16","4"
"test\red\api\editor\library_spec.js","257","23","22"
"test\red\api\editor\locales_spec.js","101","17","4"
"test\red\api\editor\projects\index_spec.js","3","15","1"
"test\red\api\editor\theme_spec.js","79","20","17"
"test\red\api\editor\ui_spec.js","122","16","11"
"test\red\api\index_spec.js","83","15","7"
"test\red\api\util_spec.js","81","15","11"
"test\red\red_spec.js","47","17","7"
"test\red\runtime\events_spec.js","7","15","1"
"test\red\runtime\i18n_spec.js","6","15","1"
"test\red\runtime\index_spec.js","193","22","15"
"test\red\runtime\log_spec.js","184","15","25"
"test\red\runtime\nodes\context_spec.js","105","15","24"
"test\red\runtime\nodes\credentials_spec.js","406","41","30"
"test\red\runtime\nodes\flows\Flow_spec.js","866","19","206"
"test\red\runtime\nodes\flows\index_spec.js","492","24","55"
"test\red\runtime\nodes\flows\util_spec.js","571","15","135"
"test\red\runtime\nodes\index_spec.js","88","18","12"
"test\red\runtime\nodes\library_spec.js","43","15","11"
"test\red\runtime\nodes\Node_spec.js","453","28","66"
"test\red\runtime\nodes\registry\deprecated_spec.js","10","15","3"
"test\red\runtime\nodes\registry\index_spec.js","97","17","15"
"test\red\runtime\nodes\registry\installer_spec.js","176","21","16"
"test\red\runtime\nodes\registry\loader_spec.js","528","24","56"
"test\red\runtime\nodes\registry\localfilesystem_spec.js","167","22","11"
"test\red\runtime\nodes\registry\registry_spec.js","426","22","60"
"test\red\runtime\nodes\resources\local\DuffNode\DuffNode.js","4","1","0"
"test\red\runtime\nodes\resources\local\DuplicateTestNode\TestNode1.html","3","0","0"
"test\red\runtime\nodes\resources\local\DuplicateTestNode\TestNode1.js","4","1","0"
"test\red\runtime\nodes\resources\local\MultipleNodes1\MultipleNodes1.html","6","0","0"
"test\red\runtime\nodes\resources\local\MultipleNodes1\MultipleNodes1.js","6","1","0"
"test\red\runtime\nodes\resources\local\NestedDirectoryNode\NestedNode\icons\file.txt","3","0","0"
"test\red\runtime\nodes\resources\local\NestedDirectoryNode\NestedNode\lib\ShouldNotLoad.html","4","0","0"
"test\red\runtime\nodes\resources\local\NestedDirectoryNode\NestedNode\lib\ShouldNotLoad.js","4","1","0"
"test\red\runtime\nodes\resources\local\NestedDirectoryNode\NestedNode\NestedNode.html","4","0","0"
"test\red\runtime\nodes\resources\local\NestedDirectoryNode\NestedNode\NestedNode.js","4","1","0"
"test\red\runtime\nodes\resources\local\NestedDirectoryNode\NestedNode\test\ShouldNotLoad.html","4","0","0"
"test\red\runtime\nodes\resources\local\NestedDirectoryNode\NestedNode\test\ShouldNotLoad.js","4","1","0"
"test\red\runtime\nodes\resources\local\TestNode1\TestNode1.html","5","0","0"
"test\red\runtime\nodes\resources\local\TestNode1\TestNode1.js","4","1","0"
"test\red\runtime\nodes\resources\local\TestNode2\TestNode2.html","4","0","0"
"test\red\runtime\nodes\resources\local\TestNode2\TestNode2.js","8","1","1"
"test\red\runtime\nodes\resources\local\TestNode3\TestNode3.html","3","0","0"
"test\red\runtime\nodes\resources\local\TestNode3\TestNode3.js","6","1","1"
"test\red\runtime\nodes\resources\local\TestNode4\TestNode4.html","3","0","0"
"test\red\runtime\nodes\resources\local\TestNode4\TestNode4.js","1","0","0"
"test\red\runtime\nodes\resources\userDir\nodes\TestNode5\TestNode5.html","5","0","0"
"test\red\runtime\nodes\resources\userDir\nodes\TestNode5\TestNode5.js","1","0","0"
"test\red\runtime\settings_spec.js","187","22","34"
"test\red\runtime\storage\index_spec.js","231","16","23"
"test\red\runtime\storage\localfilesystem\index_spec.js","371","15","46"
"test\red\runtime\storage\localfilesystem\library_spec.js","176","15","14"
"test\red\runtime\storage\localfilesystem\projects\git\index_spec.js","0","0","0"
"test\red\runtime\storage\localfilesystem\projects\index_spec.js","0","0","0"
"test\red\runtime\storage\localfilesystem\sessions_spec.js","55","15","9"
"test\red\runtime\storage\localfilesystem\settings_spec.js","55","15","10"
"test\red\runtime\storage\localfilesystem\util_spec.js","14","15","2"
"test\red\runtime\util_spec.js","378","20","30"
"test\resources\70-HTML-test-file.html","5","0","2"
"test\resources\examples\one.json","0","0","0"
"test\resources\icons\test_icon.png","binary file"
===============================================================================


===============================================================================
"EXTENSION NAME","linecount"
"EXTENSION VERSION","0.1.7"
-------------------------------------------------------------------------------

"count time","2017-11-07 15:42:06"
"count workspace","c:\dev\code\orpa"
"total files","399"
"total code lines","66156"
"total comment lines","6240"
"total blank lines","5729"


"filename","code","comment","blank"
".jshintrc","15","17","0"
".nodemonignore","2","4","0"
".npmignore","7","0","0"
".travis.yml","21","0","0"
"bin\node-red-pi","39","2","4"
"editor\favicon.ico","binary file"
"editor\icons\alert.png","binary file"
"editor\icons\arduino.png","binary file"
"editor\icons\arrow-in.png","binary file"
"editor\icons\bluetooth.png","binary file"
"editor\icons\bridge-dash.png","binary file"
"editor\icons\bridge.png","binary file"
"editor\icons\cog.png","binary file"
"editor\icons\comment.png","binary file"
"editor\icons\db.png","binary file"
"editor\icons\debug.png","binary file"
"editor\icons\envelope.png","binary file"
"editor\icons\feed.png","binary file"
"editor\icons\file.png","binary file"
"editor\icons\function.png","binary file"
"editor\icons\hash.png","binary file"
"editor\icons\inject.png","binary file"
"editor\icons\join.png","binary file"
"editor\icons\leveldb.png","binary file"
"editor\icons\light.png","binary file"
"editor\icons\link-out.png","binary file"
"editor\icons\mongodb.png","binary file"
"editor\icons\mouse.png","binary file"
"editor\icons\node-changed.png","binary file"
"editor\icons\node-error.png","binary file"
"editor\icons\parser-csv.png","binary file"
"editor\icons\parser-html.png","binary file"
"editor\icons\parser-json.png","binary file"
"editor\icons\parser-xml.png","binary file"
"editor\icons\parser-yaml.png","binary file"
"editor\icons\range.png","binary file"
"editor\icons\redis.png","binary file"
"editor\icons\rpi.png","binary file"
"editor\icons\serial.png","binary file"
"editor\icons\split.png","binary file"
"editor\icons\subflow.png","binary file"
"editor\icons\swap.png","binary file"
"editor\icons\switch.png","binary file"
"editor\icons\template.png","binary file"
"editor\icons\timer.png","binary file"
"editor\icons\trigger.png","binary file"
"editor\icons\twitter.png","binary file"
"editor\icons\watch.png","binary file"
"editor\icons\white-globe.png","binary file"
"editor\images\deploy-flows-o.png","binary file"
"editor\images\deploy-flows.png","binary file"
"editor\images\deploy-full-o.png","binary file"
"editor\images\deploy-full.png","binary file"
"editor\images\deploy-nodes-o.png","binary file"
"editor\images\deploy-nodes.png","binary file"
"editor\images\grip.png","binary file"
"editor\images\node-red-256.png","binary file"
"editor\images\node-red-icon-black.svg","9","0","0"
"editor\images\node-red-icon.svg","33","1","0"
"editor\images\node-red.png","binary file"
"editor\images\pw_maze_white.png","binary file"
"editor\images\spin.svg","36","1","5"
"editor\images\subflow_tab.png","binary file"
"editor\images\typedInput\09.png","binary file"
"editor\images\typedInput\az.png","binary file"
"editor\images\typedInput\bin.png","binary file"
"editor\images\typedInput\bool.png","binary file"
"editor\images\typedInput\expr.png","binary file"
"editor\images\typedInput\json.png","binary file"
"editor\images\typedInput\re.png","binary file"
"editor\js\comms.js","138","16","10"
"editor\js\events.js","35","15","3"
"editor\js\history.js","302","18","10"
"editor\js\i18n.js","65","15","6"
"editor\js\keymap.json","42","0","1"
"editor\js\main.js","256","31","24"
"editor\js\nodes.js","1231","54","73"
"editor\js\red.js","1","15","0"
"editor\js\settings.js","116","22","14"
"editor\js\text\bidi.js","82","38","10"
"editor\js\text\format.js","1222","48","62"
"editor\js\ui\actions.js","33","0","2"
"editor\js\ui\clipboard.js","334","16","30"
"editor\js\ui\common\checkboxSet.js","110","17","4"
"editor\js\ui\common\editableList.js","272","43","12"
"editor\js\ui\common\menu.js","219","17","31"
"editor\js\ui\common\panels.js","59","15","7"
"editor\js\ui\common\popover.js","125","15","9"
"editor\js\ui\common\searchBox.js","77","15","7"
"editor\js\ui\common\stack.js","126","17","10"
"editor\js\ui\common\tabs.js","339","15","25"
"editor\js\ui\common\typedInput.js","433","20","19"
"editor\js\ui\deploy.js","381","30","35"
"editor\js\ui\diff.js","1812","56","109"
"editor\js\ui\editor.js","1618","139","117"
"editor\js\ui\keyboard.js","474","18","39"
"editor\js\ui\library.js","383","80","31"
"editor\js\ui\notifications.js","70","15","2"
"editor\js\ui\palette-editor.js","856","15","85"
"editor\js\ui\palette.js","394","30","55"
"editor\js\ui\projects.js","493","92","53"
"editor\js\ui\projectSettings.js","829","109","78"
"editor\js\ui\search.js","242","18","26"
"editor\js\ui\sidebar.js","187","19","23"
"editor\js\ui\state.js","12","15","0"
"editor\js\ui\subflow.js","545","21","65"
"editor\js\ui\tab-config.js","277","16","23"
"editor\js\ui\tab-info.js","364","22","40"
"editor\js\ui\tab-versionControl.js","490","29","58"
"editor\js\ui\touch\radialMenu.js","139","15","30"
"editor\js\ui\tray.js","242","21","13"
"editor\js\ui\typeSearch.js","263","7","25"
"editor\js\ui\userSettings.js","187","15","21"
"editor\js\ui\utils.js","552","35","25"
"editor\js\ui\view.js","2470","115","196"
"editor\js\ui\workspaces.js","326","18","26"
"editor\js\user.js","197","15","27"
"editor\js\validators.js","20","15","0"
"editor\sass\ace.scss","8","0","0"
"editor\sass\bootstrap.scss","4","15","2"
"editor\sass\colors.scss","41","15","13"
"editor\sass\debug.scss","238","16","11"
"editor\sass\diff.scss","602","31","35"
"editor\sass\dragdrop.scss","21","15","1"
"editor\sass\dropdownMenu.scss","61","16","7"
"editor\sass\editor.scss","297","17","29"
"editor\sass\flow.scss","250","15","31"
"editor\sass\forms.scss","915","32","142"
"editor\sass\header.scss","231","17","43"
"editor\sass\jquery.scss","116","16","12"
"editor\sass\keyboard.scss","112","16","8"
"editor\sass\library.scss","17","15","1"
"editor\sass\mixins.scss","192","31","22"
"editor\sass\notifications.scss","35","15","2"
"editor\sass\palette-editor.scss","196","18","18"
"editor\sass\palette.scss","179","15","14"
"editor\sass\panels.scss","18","16","6"
"editor\sass\popover.scss","71","15","10"
"editor\sass\projects.scss","418","19","24"
"editor\sass\search.scss","169","16","7"
"editor\sass\sidebar.scss","80","15","10"
"editor\sass\style.scss","97","15","23"
"editor\sass\tab-config.scss","64","15","3"
"editor\sass\tab-info.scss","245","15","11"
"editor\sass\tabs.scss","232","18","19"
"editor\sass\ui\common\checkboxSet.scss","13","15","1"
"editor\sass\ui\common\editableList.scss","57","16","2"
"editor\sass\ui\common\nodeList.scss","48","15","2"
"editor\sass\ui\common\searchBox.scss","52","15","3"
"editor\sass\ui\common\stack.scss","9","15","2"
"editor\sass\ui\common\typedInput.scss","155","15","7"
"editor\sass\userSettings.scss","55","16","2"
"editor\sass\widgetStyle.scss","6","15","2"
"editor\sass\workspace.scss","58","15","9"
"editor\sass\workspaceToolbar.scss","53","15","8"
"editor\templates\index.mst","234","2","14"
"Gruntfile.js","429","32","38"
"jquery-3.2.1.min.js","3","2","0"
"nodes\99-sample.html.demo","66","11","12"
"nodes\99-sample.js.demo","19","36","13"
"nodes\core\analysis\72-sentiment.html","43","15","3"
"nodes\core\analysis\72-sentiment.js","18","16","3"
"nodes\core\core\20-inject.html","508","15","26"
"nodes\core\core\20-inject.js","76","15","8"
"nodes\core\core\25-catch.html","248","0","19"
"nodes\core\core\25-catch.js","12","15","3"
"nodes\core\core\25-status.html","241","0","17"
"nodes\core\core\25-status.js","12","15","3"
"nodes\core\core\58-debug.html","241","0","15"
"nodes\core\core\58-debug.js","198","11","10"
"nodes\core\core\60-link.html","298","0","21"
"nodes\core\core\60-link.js","31","15","4"
"nodes\core\core\75-exec.html","123","15","5"
"nodes\core\core\75-exec.js","147","27","5"
"nodes\core\core\80-function.html","134","0","5"
"nodes\core\core\80-function.js","226","17","6"
"nodes\core\core\80-template.html","150","0","7"
"nodes\core\core\80-template.js","68","21","11"
"nodes\core\core\89-delay.html","266","15","14"
"nodes\core\core\89-delay.js","212","25","13"
"nodes\core\core\89-trigger.html","171","15","13"
"nodes\core\core\89-trigger.js","129","19","8"
"nodes\core\core\90-comment.html","71","0","3"
"nodes\core\core\90-comment.js","7","15","1"
"nodes\core\core\98-unknown.html","33","0","3"
"nodes\core\core\98-unknown.js","7","15","1"
